房屋编号,小区名称,小区地址,出租方式,房屋面积,房屋朝向,户型结构,所在楼层,出租价格,房屋优点,详情链接
XM2768254941561618432,莲花尚院,集美-集美新城-莲花尚院 ,整租, 127㎡ ,东南 南 , 3室2厅2卫 , 中楼层 （33层）,3900,精装 双卫生间,https://xm.lianjia.com/zufang/XM2768254941561618432.html
XM2769704612452630528,保利叁仟栋,同安-环东海域-保利叁仟栋·壹海里 ,整租, 118㎡ ,南 北 , 4室2厅3卫 , 高楼层 （5层）,4500,精装,https://xm.lianjia.com/zufang/XM2769704612452630528.html
XM2769343710553440256,西林路,思明-金鸡亭-西林路 ,整租, 86㎡ ,南 北 , 3室2厅1卫 , 低楼层 （7层）,4500,随时看房,https://xm.lianjia.com/zufang/XM2769343710553440256.html
XM2769430575042535424,侨岳里小区,思明-SM-侨岳里小区 ,整租, 86㎡ ,南 , 3室1厅1卫 , 中楼层 （7层）,4700,,https://xm.lianjia.com/zufang/XM2769430575042535424.html
XM2768874937195167744,湖滨南路,思明-禾祥西路-湖滨南路 ,整租, 60㎡ ,南 , 2室1厅1卫 , 中楼层 （7层）,3600,随时看房,https://xm.lianjia.com/zufang/XM2768874937195167744.html
XM2769417798697353216,首开领翔上郡三期,翔安-新店-首开领翔上郡三期 ,整租, 81㎡ ,南 , 3室2厅1卫 , 高楼层 （40层）,3000,精装,https://xm.lianjia.com/zufang/XM2769417798697353216.html
XM2769631074165194752,禹洲棕榈城二期,湖里-东渡-禹洲棕榈城二期 ,整租, 112㎡ ,西北 , 3室2厅2卫 , 低楼层 （17层）,4600,精装 双卫生间,https://xm.lianjia.com/zufang/XM2769631074165194752.html
XM2768669855979937792,龙湖春江郦城一期,集美-杏北-龙湖春江郦城一期 ,整租, 97㎡ ,南 , 3室2厅2卫 , 低楼层 （34层）,4000,双卫生间,https://xm.lianjia.com/zufang/XM2768669855979937792.html
XM2768649993635512320,保利叁仟栋二期,同安-环东海域-保利叁仟栋二期 ,整租, 75㎡ ,东 , 3室2厅1卫 , 低楼层 （26层）,3100,精装 随时看房,https://xm.lianjia.com/zufang/XM2768649993635512320.html
XM2768761397469773824,世茂璀璨天城一期,集美-集美新城-世茂璀璨天城一期 ,整租, 122㎡ ,南 , 4室2厅2卫 , 低楼层 （32层）,4000,精装 双卫生间,https://xm.lianjia.com/zufang/XM2768761397469773824.html
XM2769524407536984064,世茂璀璨天城二期,集美-集美新城-世茂璀璨天城二期 ,整租, 86㎡ ,南 , 3室2厅2卫 , 低楼层 （33层）,4000,精装 双卫生间,https://xm.lianjia.com/zufang/XM2769524407536984064.html
XM2768664939114528768,龙湖春江郦城一期,集美-杏北-龙湖春江郦城一期 ,整租, 97㎡ ,南 , 3室2厅2卫 , 低楼层 （34层）,4000,双卫生间,https://xm.lianjia.com/zufang/XM2768664939114528768.html
XM2728799468924174336,源昌鑫海湾湖里,湖里-五缘湾-源昌鑫海湾湖里 ,整租, 133㎡ ,南 北 , 4室1厅3卫 , 低楼层 （16层）,11000,随时看房,https://xm.lianjia.com/zufang/XM2728799468924174336.html
XM2726877027243671552,建发央玺,湖里-五缘湾-建发央玺 ,整租, 246㎡ ,南 北 , 4室2厅3卫 , 高楼层 （26层）,25000,精装,https://xm.lianjia.com/zufang/XM2726877027243671552.html
XM2712321957571346432,海峡国际社区一期,思明-会展中心-海峡国际社区一期 ,整租, 130㎡ ,南 , 3室2厅2卫 , 中楼层 （31层）,11000,精装 双卫生间,https://xm.lianjia.com/zufang/XM2712321957571346432.html
XM2209991050628972544,联发五缘湾一号,湖里-五缘湾-联发五缘湾一号 ,整租, 2400㎡ ,东南 , 1室3厅1卫 , 低楼层 （1层）,288000,随时看房,https://xm.lianjia.com/zufang/XM2209991050628972544.html
XM2323674126545592320,中骏蓝湾半岛,海沧-滨海社区-中骏蓝湾半岛 ,整租, 490㎡ ,东南 , 1室0厅0卫 , 低楼层 （20层）,22500,近地铁,https://xm.lianjia.com/zufang/XM2323674126545592320.html
XM2298581298702188544,莲富大厦,思明-火车站-莲富大厦 ,整租, 175㎡ ,南 , 1室0厅0卫 , 低楼层 （33层）,13000,近地铁,https://xm.lianjia.com/zufang/XM2298581298702188544.html
XM2257681804599230464,首开领翔上郡二期,翔安-新店-首开领翔上郡二期 ,整租, 186㎡ ,南 , 5室4厅4卫 , 低楼层 （3层）,5000,随时看房,https://xm.lianjia.com/zufang/XM2257681804599230464.html
XM2297847345498562560,海上五月花海语墅一期,集美-集美其它-海上五月花海语墅一期 ,整租, 195㎡ ,东南 , 5室2厅2卫 , 中楼层 （4层）,6000,双卫生间,https://xm.lianjia.com/zufang/XM2297847345498562560.html
XM2480956467222413312,兴华路4号,思明-实验小学及周边-兴华路4号 ,整租, 900㎡ ,南 , 9室8厅9卫 , 低楼层 （3层）,100000,近地铁,https://xm.lianjia.com/zufang/XM2480956467222413312.html
XM2477395957437186048,莲花首岸,集美-集美新城-莲花首岸 ,整租, 280㎡ ,南 , 5室2厅4卫 , 高楼层 （11层）,8100,近地铁,https://xm.lianjia.com/zufang/XM2477395957437186048.html
XM2425100472063885312,水晶湖郡A区,集美-集美新城-水晶湖郡A区 ,整租, 267㎡ ,南 北 , 4室1厅1卫 , 高楼层 （3层）,10000,随时看房,https://xm.lianjia.com/zufang/XM2425100472063885312.html
XM2469519053132136448,新景国际外滩,湖里-五缘湾-新景国际外滩 ,整租, 155㎡ ,东 西 , 4室2厅2卫 , 低楼层 （7层）,8000,双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2469519053132136448.html
XM2499246458012696576,金榜大厦,思明-文灶-金榜大厦 ,整租, 111㎡ ,北 , 1室0厅0卫 , 中楼层 （23层）,6700,近地铁,https://xm.lianjia.com/zufang/XM2499246458012696576.html
XM2725168721030291456,厦门华玺,海沧-马銮湾东-厦门华玺 ,整租, 221㎡ ,东南 , 5室2厅3卫 , 低楼层 （3层）,9000,,https://xm.lianjia.com/zufang/XM2725168721030291456.html
XM2726881860037640192,碧海蓝天西区,集美-集美文教区-碧海蓝天西区 ,整租, 153㎡ ,南 , 5室2厅4卫 , 高楼层 （11层）,15000,精装,https://xm.lianjia.com/zufang/XM2726881860037640192.html
XM2728965788672466944,中骏蓝湾半岛,海沧-滨海社区-中骏蓝湾半岛 ,整租, 152㎡ ,东 南 西 , 3室2厅2卫 , 高楼层 （20层）,6200,精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2728965788672466944.html
XM2721734874846199808,龙湖春江彼岸别墅,海沧-马銮湾中心片区-龙湖春江彼岸别墅 ,整租, 140㎡ ,南 北 , 4室2厅3卫 , 低楼层 （6层）,5000,近地铁 随时看房,https://xm.lianjia.com/zufang/XM2721734874846199808.html
XM2729553873797644288,国贸新天地,湖里-五缘湾-国贸新天地 ,整租, 141㎡ ,南 , 3室2厅2卫 , 低楼层 （30层）,9300,精装 双卫生间,https://xm.lianjia.com/zufang/XM2729553873797644288.html
XM2726814408641880064,东晖广场,湖里-枋湖-东晖广场 ,整租, 65㎡ ,南 北 , 3室2厅1卫 , 高楼层 （12层）,5500,精装,https://xm.lianjia.com/zufang/XM2726814408641880064.html
XM2728993023336644608,华永天地,湖里-江头-华永天地 ,整租, 70㎡ ,南 , 2室1厅1卫 , 中楼层 （15层）,6500,,https://xm.lianjia.com/zufang/XM2728993023336644608.html
XM2728116297266642944,顶峰鹭江1号,思明-中山路-顶峰鹭江1号 ,整租, 217㎡ ,东 南 北 , 5室2厅2卫 , 低楼层 （47层）,12000,双卫生间,https://xm.lianjia.com/zufang/XM2728116297266642944.html
XM2724453250412847104,山景叠院,思明-市政府-山景叠院 ,整租, 156㎡ ,南 北 , 3室2厅2卫 , 高楼层 （32层）,15000,精装 双卫生间,https://xm.lianjia.com/zufang/XM2724453250412847104.html
XM2724559190705586176,源昌鑫海湾湖里,湖里-五缘湾-源昌鑫海湾湖里 ,整租, 135㎡ ,南 北 , 5室2厅3卫 , 高楼层 （16层）,15000,精装,https://xm.lianjia.com/zufang/XM2724559190705586176.html
XM2716471373534347264,领秀城,思明-文灶-领秀城 ,整租, 176㎡ ,南 北 , 4室2厅2卫 , 高楼层 （31层）,12300,精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2716471373534347264.html
XM2725999958884368384,百源双玺,思明-火车站-百源双玺 ,整租, 81㎡ ,南 , 2室2厅1卫 , 中楼层 （30层）,5000,近地铁 精装,https://xm.lianjia.com/zufang/XM2725999958884368384.html
XM2726685397966135296,华尔顿1275,思明-会展中心-华尔顿1275 ,整租, 40㎡ ,南 , 1室1厅1卫 , 中楼层 （38层）,5000,精装,https://xm.lianjia.com/zufang/XM2726685397966135296.html
XM2725387656090353664,达达自由城,海沧--达达自由城 ,整租, 130㎡ ,东南 , 4室2厅2卫 , 中楼层 （8层）,6000,精装 双卫生间,https://xm.lianjia.com/zufang/XM2725387656090353664.html
XM2724591315491749888,莲花新城首岸.南区,集美-集美新城-莲花新城首岸.南区 ,整租, 209㎡ ,东南 , 4室3厅4卫 , 低楼层 （3层）,10000,近地铁,https://xm.lianjia.com/zufang/XM2724591315491749888.html
XM2733970569576841216,信义里社区,思明-实验小学及周边-信义里社区 ,整租, 300㎡ ,东南 北 , 9室1厅3卫 , 低楼层 （2层）,22000,近地铁,https://xm.lianjia.com/zufang/XM2733970569576841216.html
XM2732605839935275008,顶峰鹭江1号,思明-中山路-顶峰鹭江1号 ,整租, 175㎡ ,东 西 北 , 3室2厅2卫 , 高楼层 （47层）,7500,双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2732605839935275008.html
XM2742707612603645952,厦禾路551号6-9号,思明-公园小学及周边-厦禾路551号6-9号 ,整租, 95㎡ ,南 西北 , 2室2厅1卫 , 低楼层 （5层）,3800,,https://xm.lianjia.com/zufang/XM2742707612603645952.html
XM2783308850756067328,美仁新村北区,思明-公园小学及周边-美仁新村北区 ,整租, 86㎡ ,南 北 , 2室2厅1卫 , 低楼层 （7层）,4000,新上,https://xm.lianjia.com/zufang/XM2783308850756067328.html
XM2705712552717066240,航专宿舍,思明-禾祥东路-航专宿舍 ,整租, 100㎡ ,南 北 , 3室2厅1卫 , 中楼层 （6层）,4200,近地铁 随时看房,https://xm.lianjia.com/zufang/XM2705712552717066240.html
XM2778299124817068032,禾祥观斓,思明-禾祥东路-禾祥观斓 ,整租, 82㎡ ,南 北 , 2室1厅1卫 , 中楼层 （21层）,4500,精装 随时看房,https://xm.lianjia.com/zufang/XM2778299124817068032.html
XM2765045139603718144,美仁新村北区,思明-公园小学及周边-美仁新村北区 ,整租, 110㎡ ,南 北 , 3室1厅1卫 , 中楼层 （7层）,4800,随时看房,https://xm.lianjia.com/zufang/XM2765045139603718144.html
XM2784739402784710656,豆仔尾路,思明-公园小学及周边-豆仔尾路 ,整租, 75㎡ ,南 北 , 3室1厅1卫 , 低楼层 （7层）,5000,新上 近地铁 精装,https://xm.lianjia.com/zufang/XM2784739402784710656.html
XM2773129516296437760,豆仔尾路,思明-公园小学及周边-豆仔尾路 ,整租, 75㎡ ,南 北 , 3室1厅1卫 , 低楼层 （7层）,4000,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2773129516296437760.html
XM2779594604822413312,美仁新村北区,思明-公园小学及周边-美仁新村北区 ,整租, 70㎡ ,南 , 2室1厅1卫 , 高楼层 （9层）,3000,,https://xm.lianjia.com/zufang/XM2779594604822413312.html
XM2607745926978076672,港务局宿舍,思明-斗西路-港务局宿舍 ,整租, 90㎡ ,南 , 3室2厅1卫 , 低楼层 （5层）,4500,精装,https://xm.lianjia.com/zufang/XM2607745926978076672.html
XM2763791394929131520,港务局宿舍,思明-斗西路-港务局宿舍 ,整租, 80㎡ ,南 北 , 2室1厅1卫 , 中楼层 （5层）,3500,精装 随时看房,https://xm.lianjia.com/zufang/XM2763791394929131520.html
XM2781292624228139008,港务局宿舍,思明-斗西路-港务局宿舍 ,整租, 65㎡ ,南 北 , 2室1厅1卫 , 高楼层 （6层）,3100,随时看房,https://xm.lianjia.com/zufang/XM2781292624228139008.html
XM2781883242939424768,故宫小区,思明-斗西路-故宫小区 ,整租, 70㎡ ,南 , 2室1厅1卫 , 高楼层 （7层）,3800,精装,https://xm.lianjia.com/zufang/XM2781883242939424768.html
XM2708717539050913792,香港广场,思明-思北-香港广场 ,整租, 56㎡ ,南 北 , 2室1厅1卫 , 低楼层 （38层）,4200,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2708717539050913792.html
XM2694257386813923328,海光大厦,思明-中山路-海光大厦 ,整租, 133㎡ ,西南 , 2室2厅1卫 , 高楼层 （36层）,5000,近地铁 随时看房,https://xm.lianjia.com/zufang/XM2694257386813923328.html
XM2786851458027896832,水仙路,思明-思明南路-水仙路 ,整租, 89㎡ ,西南 , 3室1厅1卫 , 中楼层 （4层）,3800,新上 近地铁,https://xm.lianjia.com/zufang/XM2786851458027896832.html
XM2746491384453677056,香港广场,思明-思北-香港广场 ,整租, 62㎡ ,北 , 2室1厅1卫 , 中楼层 （38层）,4500,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2746491384453677056.html
XM2764998264976572416,大同路,思明-思北-大同路 ,整租, 70㎡ ,南 北 , 2室1厅2卫 , 中楼层 （4层）,4500,近地铁 精装 双卫生间,https://xm.lianjia.com/zufang/XM2764998264976572416.html
XM2783251540818010112,禾祥首府,思明-思北-禾祥首府 ,整租, 48㎡ ,北 , 1室1厅1卫 , 低楼层 （33层）,3200,,https://xm.lianjia.com/zufang/XM2783251540818010112.html
XM2784839220576133120,禾祥首府,思明-思北-禾祥首府 ,整租, 45㎡ ,北 , 1室1厅1卫 , 低楼层 （33层）,3000,新上 精装,https://xm.lianjia.com/zufang/XM2784839220576133120.html
XM2747976756446642176,镇邦路,思明-中山路-镇邦路 ,整租, 65㎡ ,东南 , 2室1厅1卫 , 高楼层 （5层）,3100,近地铁 精装,https://xm.lianjia.com/zufang/XM2747976756446642176.html
XM2759381660562112512,名汇广场,思明-中山路-名汇广场 ,整租, 47㎡ ,西南 , 2室1厅1卫 , 高楼层 （10层）,3600,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2759381660562112512.html
XM2785608463429419008,海光大厦,思明-中山路-海光大厦 ,整租, 73㎡ ,西 北 , 2室1厅1卫 , 高楼层 （36层）,4500,新上 近地铁 精装,https://xm.lianjia.com/zufang/XM2785608463429419008.html
XM2697748988580872192,镇海路,思明-思明南路-镇海路 ,整租, 66㎡ ,南 北 , 2室1厅1卫 , 低楼层 （6层）,5000,近地铁 精装,https://xm.lianjia.com/zufang/XM2697748988580872192.html
XM2735344119370227712,和凤街,思明-思明南路-和凤街 ,整租, 100㎡ ,南 北 , 3室2厅2卫 , 低楼层 （2层）,4000,近地铁 双卫生间,https://xm.lianjia.com/zufang/XM2735344119370227712.html
XM2752686902770941952,定安小区,思明-思明南路-定安小区 ,整租, 70㎡ ,东南 , 2室2厅1卫 , 高楼层 （9层）,5000,近地铁 精装,https://xm.lianjia.com/zufang/XM2752686902770941952.html
XM2756366326963912704,民族路,思明-思明南路-民族路 ,整租, 75㎡ ,东 南 西 , 2室1厅1卫 , 高楼层 （7层）,3500,近地铁,https://xm.lianjia.com/zufang/XM2756366326963912704.html
XM2770084244184104960,九竹巷,思明-思明南路-九竹巷 ,整租, 90㎡ ,西南 , 3室1厅1卫 , 中楼层 （8层）,4400,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2770084244184104960.html
XM2705832252121546752,后井仔巷,思明-思北-后井仔巷 ,整租, 42㎡ ,南 北 , 3室2厅2卫 , 低楼层 （1层）,3500,近地铁 精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2705832252121546752.html
XM2755657259202641920,打索埕巷,思明-思北-打索埕巷 ,整租, 100㎡ ,南 , 3室1厅2卫 , 低楼层 （3层）,3600,近地铁 精装 双卫生间 随时看房,https://xm.lianjia.com/zufang/XM2755657259202641920.html
XM2772524772931158016,嘉美花园,思明-思北-嘉美花园 ,整租, 95㎡ ,南 , 3室2厅1卫 , 高楼层 （6层）,3600,随时看房,https://xm.lianjia.com/zufang/XM2772524772931158016.html
XM2771484041747103744,龙湖春江郦城一期,集美-杏北-龙湖春江郦城一期 ,整租, 15㎡ ,东南 , 1室0厅1卫 , 低楼层 （33层）,600,近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2771484041747103744.html
XM2781383791376613376,广顺花园,思明-莲前-广顺花园 ,整租, 60㎡ ,东 北 , 2室1厅1卫 , 中楼层 （7层）,2500,精装,https://xm.lianjia.com/zufang/XM2781383791376613376.html
XM2705052157916758016,翠湖村小区,思明-松柏-翠湖村小区 ,整租, 20㎡ ,南 北 , 1室1厅0卫 , 高楼层 （2层）,1100,近地铁,https://xm.lianjia.com/zufang/XM2705052157916758016.html
XM2770836227250208768,磁巷,思明-中山路-磁巷 ,整租, 30㎡ ,东南 , 1室1厅1卫 , 低楼层 （2层）,1400,精装 随时看房,https://xm.lianjia.com/zufang/XM2770836227250208768.html
XM2784069995096195072,龙湖春江郦城二期,集美-杏北-龙湖春江郦城二期 ,整租, 18㎡ ,西 , 1室0厅1卫 , 中楼层 （33层）,600,新上 近地铁 精装 随时看房,https://xm.lianjia.com/zufang/XM2784069995096195072.html
XM2784197163305926656,龙门天下,湖里-江头-龙门天下 ,整租, 55㎡ ,南 , 1室1厅1卫 , 高楼层 （23层）,2300,新上 精装,https://xm.lianjia.com/zufang/XM2784197163305926656.html
XM2662268513108107264,香港广场,思明-思北-香港广场 ,整租, 45㎡ ,西 北 , 1室1厅1卫 , 中楼层 （38层）,2400,近地铁 随时看房,https://xm.lianjia.com/zufang/XM2662268513108107264.html
XM2786332883030654976,英皇湖畔花苑,思明-松柏-英皇湖畔花苑 ,整租, 30㎡ ,南 , 1室0厅1卫 , 高楼层 （29层）,800,新上 精装 随时看房,https://xm.lianjia.com/zufang/XM2786332883030654976.html
XM2783839061835005952,振华大厦,湖里-邮轮城-振华大厦 ,整租, 68㎡ ,东 , 2室1厅1卫 , 低楼层 （28层）,3800,新上 精装 随时看房,https://xm.lianjia.com/zufang/XM2783839061835005952.html
XM2787003905626873856,振华大厦,湖里-邮轮城-振华大厦 ,整租, 65㎡ ,东 , 2室1厅1卫 , 低楼层 （28层）,3600,新上 精装,https://xm.lianjia.com/zufang/XM2787003905626873856.html
XM2784161973515337728,信和银湖天峰,思明-市政府-信和银湖天峰 ,整租, 45㎡ ,西 , 1室1厅1卫 , 低楼层 （39层）,4300,新上 精装,https://xm.lianjia.com/zufang/XM2784161973515337728.html
XM2752703385714573312,共和大厦,思明-七星路-共和大厦 ,整租, 82㎡ ,南 , 2室2厅1卫 , 高楼层 （9层）,3600,,https://xm.lianjia.com/zufang/XM2752703385714573312.html
XM2786011082135969792,茶厂宿舍,思明-七星路-茶厂宿舍 ,整租, 100㎡ ,西南 , 3室1厅1卫 , 中楼层 （6层）,4000,新上 随时看房,https://xm.lianjia.com/zufang/XM2786011082135969792.html
XM2783460001870512128,双狮南里,湖里-邮轮城-双狮南里 ,整租, 110㎡ ,东南 , 3室2厅1卫 , 高楼层 （7层）,3500,新上 近地铁 精装,https://xm.lianjia.com/zufang/XM2783460001870512128.html
XM2787035639864885248,东渡工商局宿舍,湖里-邮轮城-东渡工商局宿舍 ,整租, 80㎡ ,东南 , 2室1厅1卫 , 中楼层 （6层）,3500,新上 精装,https://xm.lianjia.com/zufang/XM2787035639864885248.html
